"Taiga","Tundra","Wetlands","Barren","Year","Total"
0.323183790680068,0.384675133222295,16.1397697983448,0.152423523302103,1850,1.29273516272027
0.343381092403606,0.37450302118543,18.5318472232329,0.131376456343362,1851,1.37352436961442
0.323321296124027,0.392949512693647,18.7266181448492,0.162335608617016,1852,1.29328518449611
0.380794831373072,0.424657198659971,24.2046359781259,0.163033918144037,1853,1.52317932549229
0.420469677221114,0.392086719067209,21.0267548432418,0.181207276399168,1854,1.68187870888445
0.367614636803575,0.393849400938218,19.0048784082837,0.165939666548462,1855,1.4704585472143
0.414634217535135,0.408625691934957,20.2888870822654,0.166834492118911,1856,1.65853687014054
0.43470073728954,0.423954022833997,26.1152563952216,0.178055180031026,1857,1.73880294915816
0.425632879467443,0.428805936273579,20.1639090245736,0.168459880938932,1858,1.70253151786977
0.331829675224314,0.389563981538378,14.2837099569246,0.154474184464748,1859,1.32731870089726
0.383855683830269,0.407763940620687,18.7243956933068,0.160212440911327,1860,1.53542273532108
0.361591751694908,0.369318019381676,17.3836372983174,0.159378754252452,1861,1.44636700677963
0.37627416121907,0.399264862283164,18.1716411819055,0.166968327438635,1862,1.50509664487628
0.346223134311715,0.391489963898164,17.3201466475777,0.155428535338571,1863,1.38489253724686
0.383311890505014,0.412451178506834,17.6654864207809,0.16789818618141,1864,1.53324756202006
0.37446545062428,0.410009850023892,15.3407053437815,0.193150760667996,1865,1.49786180249712
0.379165609612067,0.404337441897386,17.1400815192477,0.172895254028341,1866,1.51666243844827
0.387731338511221,0.420867272991613,18.7461758652471,0.185048846798003,1867,1.55092535404488
0.358915628897361,0.392565496363844,19.248146391318,0.157942720609712,1868,1.43566251558944
0.341839135368168,0.362305409864732,14.9657316487031,0.17087911875406,1869,1.36735654147267
0.372630464671223,0.383924380219215,17.6553421191929,0.167377980688755,1870,1.49052185868489
0.374277594969635,0.391389707903162,16.2390592006645,0.175123876606441,1871,1.49711037987854
0.372332670323254,0.401213877814506,17.431320686483,0.195158951154559,1872,1.48933068129302
0.397855279517257,0.391433923425435,18.3979615914643,0.162843714643464,1873,1.59142111806903
0.379923134760579,0.394514375533835,18.8697399164295,0.17254394666729,1874,1.51969253904232
0.391493883942119,0.419393105433533,20.7009035023335,0.178659163287722,1875,1.56597553576848
0.405253076718228,0.39271610180004,21.0623719424962,0.163183412989257,1876,1.62101230687291
0.447274961223247,0.421619776458188,22.0776962455523,0.187291030298402,1877,1.78909984489299
0.454627430423248,0.424359732479651,20.0254102814518,0.198268171033593,1878,1.81850972169299
0.406886671548226,0.43356076448719,18.9851831114554,0.186876714477918,1879,1.6275466861929
0.411027224443719,0.421259191242555,18.7393968528317,0.191086180996009,1880,1.64410889777488
0.445758330600524,0.408442196625648,26.0977059488983,0.171737360090455,1881,1.7830333224021
0.383606561370754,0.427812889791031,16.5553804419192,0.180668436619395,1882,1.53442624548302
0.431956622685104,0.415610433695175,22.7746182131684,0.175628420862849,1883,1.72782649074042
0.384977986933508,0.417997581862905,16.7922782329014,0.175376132803602,1884,1.53991194773403
0.360816847381383,0.405764460482534,18.1087244827278,0.176805863494572,1885,1.44326738952553
0.425789010007913,0.425534936686174,23.2833320783211,0.171621256793974,1886,1.70315604003165
0.358410665691372,0.408631539936384,16.4777599357507,0.183078209579099,1887,1.43364266276549
0.383001842655482,0.415279631086348,18.9277593191031,0.175091432587647,1888,1.53200737062193
0.390969963044469,0.429278495480159,15.8331768824394,0.178177556565928,1889,1.56387985217788
0.382918220396842,0.437040436689446,20.0669819604309,0.188204502273391,1890,1.53167288158737
0.358933380560819,0.389923368657299,15.7494984359024,0.168178097172436,1891,1.43573352224327
0.415558397102736,0.428025528988375,19.1788747026188,0.197164943441397,1892,1.66223358841094
0.425214762554154,0.41244039975117,19.6227916686347,0.182928766184473,1893,1.70085905021662
0.443089155713198,0.460862486091069,21.2776558826425,0.195283742249398,1894,1.77235662285279
0.390289937790459,0.411297273579558,14.1234230516234,0.169546610520168,1895,1.56115975116183
0.457085912254679,0.431943597930797,19.8860578607823,0.180649715723899,1896,1.82834364901871
0.413568442863099,0.433985166256026,19.4557934477885,0.187238204972176,1897,1.65427377145239
0.44657193814504,0.433606768680934,26.2724965524066,0.176800950312643,1898,1.78628775258016
0.442909730338758,0.453415574040734,20.6878845535208,0.198747698820526,1899,1.77163892135503
0.473554337703733,0.455181867370194,28.6274466957479,0.205482574770974,1900,1.89421735081493
0.471345403310689,0.445595951883972,25.5295407675863,0.203250109016697,1901,1.88538161324275
0.471985516510064,0.432619711614664,25.9338095019882,0.18420457261257,1902,1.88794206604026
0.388626815777986,0.425551458820007,17.3165238676024,0.198609352257978,1903,1.55450726311195
0.403900491572001,0.420214101779549,19.8446782950125,0.194137633078542,1904,1.615601966288
0.455721012451252,0.432180051975617,25.6683290199649,0.206875640017216,1905,1.82288404980501
0.434779598657033,0.441540872239237,20.6528879658236,0.199250779556493,1906,1.73911839462813
0.422799063469653,0.424308885779864,19.4074600111185,0.182554310343369,1907,1.69119625387861
0.422236372416254,0.434183481680868,17.9823631106186,0.170466591334055,1908,1.68894548966502
0.435554049079897,0.45860762243092,16.1835566718777,0.208724699110102,1909,1.74221619631959
0.43048006818131,0.435138143765244,17.3289561765659,0.197315940025266,1910,1.72192027272524
0.424868730639327,0.42929490520901,17.4320213180822,0.183521194918306,1911,1.69947492255731
0.438524674077392,0.42043876744031,20.0871039351474,0.179065547624353,1912,1.75409869630957
0.436332616688289,0.420175109609814,18.3746800179552,0.175010101587565,1913,1.74533046675315
0.426108535208349,0.394962278800555,17.577224062003,0.180937395497181,1914,1.70443414083339
0.426030999828144,0.440046264174157,15.7849913804047,0.172651429633563,1915,1.70412399931257
0.403340183059941,0.416769037987188,18.4725706957578,0.188937382223608,1916,1.61336073223976
0.361387401920025,0.395862853040332,18.0988565660437,0.163003154860739,1917,1.4455496076801
0.433740109689973,0.411896890231226,23.5421821950643,0.221872841680276,1918,1.73496043875989
0.441060612368253,0.407603784241947,20.6377559719704,0.176386621872271,1919,1.76424244947301
0.390473890160737,0.399696391085618,17.7391874149667,0.17615374038354,1920,1.56189556064295
0.422436436349923,0.410184593215738,17.386884123996,0.172696869238401,1921,1.68974574539969
0.425140887437382,0.425982319017361,22.3562985963668,0.184953128063936,1922,1.70056354974953
0.459661771943944,0.501637890741589,19.2987275229789,0.222302973843934,1923,1.83864708777577
0.449182139065508,0.429539873172896,18.3023281850817,0.173600290945408,1924,1.79672855626203
0.466566732284988,0.424046644901012,19.5854151086537,0.193718300743526,1925,1.86626692913995
0.3892789166464,0.421542437913458,17.0220093933685,0.201759576165307,1926,1.5571156665856
0.432748431336571,0.446572289251481,19.9131140671655,0.194532170950338,1927,1.73099372534628
0.487745618498462,0.464134635794835,23.2848661436008,0.221240828989076,1928,1.95098247399385
0.462440532166515,0.439994787900554,19.5008929102973,0.202961998313808,1929,1.84976212866606
0.456194338109141,0.419772264529823,22.5192606246396,0.188875756802327,1930,1.82477735243656
0.435621870353897,0.425620409855596,21.0394906096511,0.194460812860199,1931,1.74248748141559
0.46032174623299,0.431435842381917,21.7867442561126,0.194528685427549,1932,1.84128698493196
0.425648028822057,0.425183196775046,21.7914961337372,0.192943019962966,1933,1.70259211528823
0.414413128737674,0.427086534036157,18.785770078175,0.183934957646384,1934,1.65765251495069
0.399619722698089,0.41979279790032,20.2579670181833,0.182288069443084,1935,1.59847889079236
0.403213153454083,0.430605267628992,21.6134230114487,0.197321187585497,1936,1.61285261381633
0.426024759214999,0.403581288063253,19.4992153095357,0.189225392147541,1937,1.70409903686
0.44960155523451,0.444704135876945,22.0774816341018,0.205042536483121,1938,1.79840622093804
0.458326434052352,0.429277711093309,22.8174045508691,0.185006492510794,1939,1.83330573620941
0.488261653555563,0.445969533880798,23.0759922490459,0.180923511598102,1940,1.95304661422225
0.446827502830561,0.447583191544344,22.3299579951874,0.17413761126453,1941,1.78731001132224
0.454334479863669,0.429082332072395,22.9747875261213,0.176162234063447,1942,1.81733791945468
0.442426273338357,0.421004272973762,19.6069757268145,0.184408358731336,1943,1.76970509335343
0.425149643573038,0.4315128798527,21.7758861145645,0.194685976731934,1944,1.70059857429215
0.505381085974478,0.479783451482732,23.9643575240476,0.203044621995623,1945,2.02152434389791
0.511686343450486,0.482044509568642,22.1313274885048,0.186688035751368,1946,2.04674537380194
0.450124475318203,0.481807716590227,20.8105709183111,0.191876232777839,1947,1.80049790127281
0.526906966065328,0.473381887190996,23.8597744649517,0.190070825387186,1948,2.10762786426131
0.488601436057555,0.461003183434802,22.8516175573359,0.175808514427216,1949,1.95440574423022
0.44287438742033,0.433656183209574,23.1747628715997,0.179177251553337,1950,1.77149754968132
